coffee_type,size,sugar,sugar_type,milk,extra,cost
ellinikos,double,sweet,brown,,cinnamon powder,1.7000000000000002
ellinikos,double,sweet,brown,,chocolate powder,1.7000000000000002
ellinikos,double,sweet,brown,fresh,,1.7000000000000002
ellinikos,double,sweet,brown,fresh,chocolate syrup,2.0
ellinikos,double,sweet,brown,fresh,strawberry syrup,2.0
ellinikos,double,sweet,brown,fresh,caramel syrup,2.0
ellinikos,double,sweet,brown,fresh,hazelnut syrup,2.0
ellinikos,double,sweet,brown,fresh,vanilla syrup,2.0
ellinikos,double,sweet,brown,fresh,cinnamon powder,1.7000000000000002
ellinikos,double,sweet,brown,fresh,chocolate powder,1.7000000000000002
ellinikos,double,sweet,brown,evapore,,1.7000000000000002
ellinikos,double,sweet,brown,evapore,chocolate syrup,2.0
ellinikos,double,sweet,brown,evapore,strawberry syrup,2.0
ellinikos,double,sweet,brown,evapore,caramel syrup,2.0
ellinikos,double,sweet,brown,evapore,hazelnut syrup,2.0
ellinikos,double,sweet,brown,evapore,vanilla syrup,2.0
ellinikos,double,sweet,brown,evapore,cinnamon powder,1.7000000000000002
ellinikos,double,sweet,brown,evapore,chocolate powder,1.7000000000000002
ellinikos,double,sweet,brown,almond,,2.1
ellinikos,double,sweet,brown,almond,chocolate syrup,2.4000000000000004
ellinikos,double,sweet,brown,almond,strawberry syrup,2.4000000000000004
ellinikos,double,sweet,brown,almond,caramel syrup,2.4000000000000004
ellinikos,double,sweet,brown,almond,hazelnut syrup,2.4000000000000004
ellinikos,double,sweet,brown,almond,vanilla syrup,2.4000000000000004
ellinikos,double,sweet,brown,almond,cinnamon powder,2.1
ellinikos,double,sweet,brown,almond,chocolate powder,2.1
ellinikos,double,sweet,brown,coconut,,2.1
ellinikos,double,sweet,brown,coconut,chocolate syrup,2.4000000000000004
ellinikos,double,sweet,brown,coconut,strawberry syrup,2.4000000000000004
ellinikos,double,sweet,brown,coconut,caramel syrup,2.4000000000000004
ellinikos,double,sweet,brown,coconut,hazelnut syrup,2.4000000000000004
ellinikos,double,sweet,brown,coconut,vanilla syrup,2.4000000000000004
ellinikos,double,sweet,brown,coconut,cinnamon powder,2.1
ellinikos,double,sweet,brown,coconut,chocolate powder,2.1
ellinikos,double,sweet,brown,oat,,2.1
ellinikos,double,sweet,brown,oat,chocolate syrup,2.4000000000000004
ellinikos,double,sweet,brown,oat,strawberry syrup,2.4000000000000004
ellinikos,double,sweet,brown,oat,caramel syrup,2.4000000000000004
ellinikos,double,sweet,brown,oat,hazelnut syrup,2.4000000000000004
ellinikos,double,sweet,brown,oat,vanilla syrup,2.4000000000000004
ellinikos,double,sweet,brown,oat,cinnamon powder,2.1
ellinikos,double,sweet,brown,oat,chocolate powder,2.1
ellinikos,double,sweet,saccharin,,,1.7000000000000002
ellinikos,double,sweet,saccharin,,chocolate syrup,2.0
ellinikos,double,sweet,saccharin,,strawberry syrup,2.0
ellinikos,double,sweet,saccharin,,caramel syrup,2.0
ellinikos,double,sweet,saccharin,,hazelnut syrup,2.0
ellinikos,double,sweet,saccharin,,vanilla syrup,2.0
ellinikos,double,sweet,saccharin,,cinnamon powder,1.7000000000000002
ellinikos,double,sweet,saccharin,,chocolate powder,1.7000000000000002
ellinikos,double,sweet,saccharin,fresh,,1.7000000000000002
ellinikos,double,sweet,saccharin,fresh,chocolate syrup,2.0
ellinikos,double,sweet,saccharin,fresh,strawberry syrup,2.0
ellinikos,double,sweet,saccharin,fresh,caramel syrup,2.0
ellinikos,double,sweet,saccharin,fresh,hazelnut syrup,2.0
ellinikos,double,sweet,saccharin,fresh,vanilla syrup,2.0
ellinikos,double,sweet,saccharin,fresh,cinnamon powder,1.7000000000000002
ellinikos,double,sweet,saccharin,fresh,chocolate powder,1.7000000000000002
ellinikos,double,sweet,saccharin,evapore,,1.7000000000000002
ellinikos,double,sweet,saccharin,evapore,chocolate syrup,2.0
ellinikos,double,sweet,saccharin,evapore,strawberry syrup,2.0
ellinikos,double,sweet,saccharin,evapore,caramel syrup,2.0
ellinikos,double,sweet,saccharin,evapore,hazelnut syrup,2.0
ellinikos,double,sweet,saccharin,evapore,vanilla syrup,2.0
ellinikos,double,sweet,saccharin,evapore,cinnamon powder,1.7000000000000002
ellinikos,double,sweet,saccharin,evapore,chocolate powder,1.7000000000000002
ellinikos,double,sweet,saccharin,almond,,2.1
ellinikos,double,sweet,saccharin,almond,chocolate syrup,2.4000000000000004
ellinikos,double,sweet,saccharin,almond,strawberry syrup,2.4000000000000004
ellinikos,double,sweet,saccharin,almond,caramel syrup,2.4000000000000004
ellinikos,double,sweet,saccharin,almond,hazelnut syrup,2.4000000000000004
ellinikos,double,sweet,saccharin,almond,vanilla syrup,2.4000000000000004
ellinikos,double,sweet,saccharin,almond,cinnamon powder,2.1
ellinikos,double,sweet,saccharin,almond,chocolate powder,2.1
ellinikos,double,sweet,saccharin,coconut,,2.1
ellinikos,double,sweet,saccharin,coconut,chocolate syrup,2.4000000000000004
ellinikos,double,sweet,saccharin,coconut,strawberry syrup,2.4000000000000004
ellinikos,double,sweet,saccharin,coconut,caramel syrup,2.4000000000000004
ellinikos,double,sweet,saccharin,coconut,hazelnut syrup,2.4000000000000004
ellinikos,double,sweet,saccharin,coconut,vanilla syrup,2.4000000000000004
ellinikos,double,sweet,saccharin,coconut,cinnamon powder,2.1
ellinikos,double,sweet,saccharin,coconut,chocolate powder,2.1
ellinikos,double,sweet,saccharin,oat,,2.1
ellinikos,double,sweet,saccharin,oat,chocolate syrup,2.4000000000000004
ellinikos,double,sweet,saccharin,oat,strawberry syrup,2.4000000000000004
ellinikos,double,sweet,saccharin,oat,caramel syrup,2.4000000000000004
ellinikos,double,sweet,saccharin,oat,hazelnut syrup,2.4000000000000004
ellinikos,double,sweet,saccharin,oat,vanilla syrup,2.4000000000000004
ellinikos,double,sweet,saccharin,oat,cinnamon powder,2.1
ellinikos,double,sweet,saccharin,oat,chocolate powder,2.1
ellinikos,double,sweet,stevia,,,1.7000000000000002
ellinikos,double,sweet,stevia,,chocolate syrup,2.0
ellinikos,double,sweet,stevia,,strawberry syrup,2.0
ellinikos,double,sweet,stevia,,caramel syrup,2.0
ellinikos,double,sweet,stevia,,hazelnut syrup,2.0
ellinikos,double,sweet,stevia,,vanilla syrup,2.0
ellinikos,double,sweet,stevia,,cinnamon powder,1.7000000000000002
ellinikos,double,sweet,stevia,,chocolate powder,1.7000000000000002
ellinikos,double,sweet,stevia,fresh,,1.7000000000000002
ellinikos,double,sweet,stevia,fresh,chocolate syrup,2.0
ellinikos,double,sweet,stevia,fresh,strawberry syrup,2.0
ellinikos,double,sweet,stevia,fresh,caramel syrup,2.0
ellinikos,double,sweet,stevia,fresh,hazelnut syrup,2.0
ellinikos,double,sweet,stevia,fresh,vanilla syrup,2.0
ellinikos,double,sweet,stevia,fresh,cinnamon powder,1.7000000000000002
ellinikos,double,sweet,stevia,fresh,chocolate powder,1.7000000000000002
ellinikos,double,sweet,stevia,evapore,,1.7000000000000002
ellinikos,double,sweet,stevia,evapore,chocolate syrup,2.0
ellinikos,double,sweet,stevia,evapore,strawberry syrup,2.0
ellinikos,double,sweet,stevia,evapore,caramel syrup,2.0
ellinikos,double,sweet,stevia,evapore,hazelnut syrup,2.0
ellinikos,double,sweet,stevia,evapore,vanilla syrup,2.0
ellinikos,double,sweet,stevia,evapore,cinnamon powder,1.7000000000000002
ellinikos,double,sweet,stevia,evapore,chocolate powder,1.7000000000000002
ellinikos,double,sweet,stevia,almond,,2.1
ellinikos,double,sweet,stevia,almond,chocolate syrup,2.4000000000000004
ellinikos,double,sweet,stevia,almond,strawberry syrup,2.4000000000000004
ellinikos,double,sweet,stevia,almond,caramel syrup,2.4000000000000004
ellinikos,double,sweet,stevia,almond,hazelnut syrup,2.4000000000000004
ellinikos,double,sweet,stevia,almond,vanilla syrup,2.4000000000000004
ellinikos,double,sweet,stevia,almond,cinnamon powder,2.1
ellinikos,double,sweet,stevia,almond,chocolate powder,2.1
ellinikos,double,sweet,stevia,coconut,,2.1
ellinikos,double,sweet,stevia,coconut,chocolate syrup,2.4000000000000004
ellinikos,double,sweet,stevia,coconut,strawberry syrup,2.4000000000000004
ellinikos,double,sweet,stevia,coconut,caramel syrup,2.4000000000000004
ellinikos,double,sweet,stevia,coconut,hazelnut syrup,2.4000000000000004
ellinikos,double,sweet,stevia,coconut,vanilla syrup,2.4000000000000004
ellinikos,double,sweet,stevia,coconut,cinnamon powder,2.1
ellinikos,double,sweet,stevia,coconut,chocolate powder,2.1
ellinikos,double,sweet,stevia,oat,,2.1
ellinikos,double,sweet,stevia,oat,chocolate syrup,2.4000000000000004
ellinikos,double,sweet,stevia,oat,strawberry syrup,2.4000000000000004
ellinikos,double,sweet,stevia,oat,caramel syrup,2.4000000000000004
ellinikos,double,sweet,stevia,oat,hazelnut syrup,2.4000000000000004
ellinikos,double,sweet,stevia,oat,vanilla syrup,2.4000000000000004
ellinikos,double,sweet,stevia,oat,cinnamon powder,2.1
ellinikos,double,sweet,stevia,oat,chocolate powder,2.1
ellinikos,double,sweet,honey,,,2.0
ellinikos,double,sweet,honey,,chocolate syrup,2.3000000000000003
ellinikos,double,sweet,honey,,strawberry syrup,2.3000000000000003
ellinikos,double,sweet,honey,,caramel syrup,2.3000000000000003
ellinikos,double,sweet,honey,,hazelnut syrup,2.3000000000000003
ellinikos,double,sweet,honey,,vanilla syrup,2.3000000000000003
ellinikos,double,sweet,honey,,cinnamon powder,2.0
ellinikos,double,sweet,honey,,chocolate powder,2.0
ellinikos,double,sweet,honey,fresh,,2.0
ellinikos,double,sweet,honey,fresh,chocolate syrup,2.3000000000000003
ellinikos,double,sweet,honey,fresh,strawberry syrup,2.3000000000000003
ellinikos,double,sweet,honey,fresh,caramel syrup,2.3000000000000003
ellinikos,double,sweet,honey,fresh,hazelnut syrup,2.3000000000000003
ellinikos,double,sweet,honey,fresh,vanilla syrup,2.3000000000000003
ellinikos,double,sweet,honey,fresh,cinnamon powder,2.0
ellinikos,double,sweet,honey,fresh,chocolate powder,2.0
ellinikos,double,sweet,honey,evapore,,2.0
ellinikos,double,sweet,honey,evapore,chocolate syrup,2.3000000000000003
ellinikos,double,sweet,honey,evapore,strawberry syrup,2.3000000000000003
ellinikos,double,sweet,honey,evapore,caramel syrup,2.3000000000000003
ellinikos,double,sweet,honey,evapore,hazelnut syrup,2.3000000000000003
ellinikos,double,sweet,honey,evapore,vanilla syrup,2.3000000000000003
ellinikos,double,sweet,honey,evapore,cinnamon powder,2.0
ellinikos,double,sweet,honey,evapore,chocolate powder,2.0
ellinikos,double,sweet,honey,almond,,2.4000000000000004
ellinikos,double,sweet,honey,almond,chocolate syrup,2.7
ellinikos,double,sweet,honey,almond,strawberry syrup,2.7
ellinikos,double,sweet,honey,almond,caramel syrup,2.7
ellinikos,double,sweet,honey,almond,hazelnut syrup,2.7
ellinikos,double,sweet,honey,almond,vanilla syrup,2.7
ellinikos,double,sweet,honey,almond,cinnamon powder,2.4000000000000004
ellinikos,double,sweet,honey,almond,chocolate powder,2.4000000000000004
ellinikos,double,sweet,honey,coconut,,2.4000000000000004
ellinikos,double,sweet,honey,coconut,chocolate syrup,2.7
ellinikos,double,sweet,honey,coconut,strawberry syrup,2.7
ellinikos,double,sweet,honey,coconut,caramel syrup,2.7
ellinikos,double,sweet,honey,coconut,hazelnut syrup,2.7
ellinikos,double,sweet,honey,coconut,vanilla syrup,2.7
ellinikos,double,sweet,honey,coconut,cinnamon powder,2.4000000000000004
ellinikos,double,sweet,honey,coconut,chocolate powder,2.4000000000000004
ellinikos,double,sweet,honey,oat,,2.4000000000000004
ellinikos,double,sweet,honey,oat,chocolate syrup,2.7
ellinikos,double,sweet,honey,oat,strawberry syrup,2.7
ellinikos,double,sweet,honey,oat,caramel syrup,2.7
ellinikos,double,sweet,honey,oat,hazelnut syrup,2.7
ellinikos,double,sweet,honey,oat,vanilla syrup,2.7
ellinikos,double,sweet,honey,oat,cinnamon powder,2.4000000000000004
ellinikos,double,sweet,honey,oat,chocolate powder,2.4000000000000004
ellinikos,double,very sweet,white,,,1.7000000000000002
ellinikos,double,very sweet,white,,chocolate syrup,2.0
ellinikos,double,very sweet,white,,strawberry syrup,2.0
ellinikos,double,very sweet,white,,caramel syrup,2.0
ellinikos,double,very sweet,white,,hazelnut syrup,2.0
ellinikos,double,very sweet,white,,vanilla syrup,2.0
ellinikos,double,very sweet,white,,cinnamon powder,1.7000000000000002
ellinikos,double,very sweet,white,,chocolate powder,1.7000000000000002
ellinikos,double,very sweet,white,fresh,,1.7000000000000002
ellinikos,double,very sweet,white,fresh,chocolate syrup,2.0
ellinikos,double,very sweet,white,fresh,strawberry syrup,2.0
ellinikos,double,very sweet,white,fresh,caramel syrup,2.0
ellinikos,double,very sweet,white,fresh,hazelnut syrup,2.0
ellinikos,double,very sweet,white,fresh,vanilla syrup,2.0
ellinikos,double,very sweet,white,fresh,cinnamon powder,1.7000000000000002
ellinikos,double,very sweet,white,fresh,chocolate powder,1.7000000000000002
ellinikos,double,very sweet,white,evapore,,1.7000000000000002
ellinikos,double,very sweet,white,evapore,chocolate syrup,2.0
ellinikos,double,very sweet,white,evapore,strawberry syrup,2.0
ellinikos,double,very sweet,white,evapore,caramel syrup,2.0
ellinikos,double,very sweet,white,evapore,hazelnut syrup,2.0
ellinikos,double,very sweet,white,evapore,vanilla syrup,2.0
ellinikos,double,very sweet,white,evapore,cinnamon powder,1.7000000000000002
ellinikos,double,very sweet,white,evapore,chocolate powder,1.7000000000000002
ellinikos,double,very sweet,white,almond,,2.1
ellinikos,double,very sweet,white,almond,chocolate syrup,2.4000000000000004
ellinikos,double,very sweet,white,almond,strawberry syrup,2.4000000000000004
ellinikos,double,very sweet,white,almond,caramel syrup,2.4000000000000004
ellinikos,double,very sweet,white,almond,hazelnut syrup,2.4000000000000004
ellinikos,double,very sweet,white,almond,vanilla syrup,2.4000000000000004
ellinikos,double,very sweet,white,almond,cinnamon powder,2.1
ellinikos,double,very sweet,white,almond,chocolate powder,2.1
ellinikos,double,very sweet,white,coconut,,2.1
ellinikos,double,very sweet,white,coconut,chocolate syrup,2.4000000000000004
ellinikos,double,very sweet,white,coconut,strawberry syrup,2.4000000000000004
ellinikos,double,very sweet,white,coconut,caramel syrup,2.4000000000000004
ellinikos,double,very sweet,white,coconut,hazelnut syrup,2.4000000000000004
ellinikos,double,very sweet,white,coconut,vanilla syrup,2.4000000000000004
ellinikos,double,very sweet,white,coconut,cinnamon powder,2.1
ellinikos,double,very sweet,white,coconut,chocolate powder,2.1
ellinikos,double,very sweet,white,oat,,2.1
ellinikos,double,very sweet,white,oat,chocolate syrup,2.4000000000000004
ellinikos,double,very sweet,white,oat,strawberry syrup,2.4000000000000004
ellinikos,double,very sweet,white,oat,caramel syrup,2.4000000000000004
ellinikos,double,very sweet,white,oat,hazelnut syrup,2.4000000000000004
ellinikos,double,very sweet,white,oat,vanilla syrup,2.4000000000000004
ellinikos,double,very sweet,white,oat,cinnamon powder,2.1
ellinikos,double,very sweet,white,oat,chocolate powder,2.1
ellinikos,double,very sweet,brown,,,1.7000000000000002
ellinikos,double,very sweet,brown,,chocolate syrup,2.0
ellinikos,double,very sweet,brown,,strawberry syrup,2.0
ellinikos,double,very sweet,brown,,caramel syrup,2.0
ellinikos,double,very sweet,brown,,hazelnut syrup,2.0
ellinikos,double,very sweet,brown,,vanilla syrup,2.0
ellinikos,double,very sweet,brown,,cinnamon powder,1.7000000000000002
ellinikos,double,very sweet,brown,,chocolate powder,1.7000000000000002
ellinikos,double,very sweet,brown,fresh,,1.7000000000000002
ellinikos,double,very sweet,brown,fresh,chocolate syrup,2.0
ellinikos,double,very sweet,brown,fresh,strawberry syrup,2.0
ellinikos,double,very sweet,brown,fresh,caramel syrup,2.0
ellinikos,double,very sweet,brown,fresh,hazelnut syrup,2.0
ellinikos,double,very sweet,brown,fresh,vanilla syrup,2.0
ellinikos,double,very sweet,brown,fresh,cinnamon powder,1.7000000000000002
ellinikos,double,very sweet,brown,fresh,chocolate powder,1.7000000000000002
ellinikos,double,very sweet,brown,evapore,,1.7000000000000002
ellinikos,double,very sweet,brown,evapore,chocolate syrup,2.0
ellinikos,double,very sweet,brown,evapore,strawberry syrup,2.0
ellinikos,double,very sweet,brown,evapore,caramel syrup,2.0
ellinikos,double,very sweet,brown,evapore,hazelnut syrup,2.0
ellinikos,double,very sweet,brown,evapore,vanilla syrup,2.0
ellinikos,double,very sweet,brown,evapore,cinnamon powder,1.7000000000000002
ellinikos,double,very sweet,brown,evapore,chocolate powder,1.7000000000000002
ellinikos,double,very sweet,brown,almond,,2.1
ellinikos,double,very sweet,brown,almond,chocolate syrup,2.4000000000000004
ellinikos,double,very sweet,brown,almond,strawberry syrup,2.4000000000000004
ellinikos,double,very sweet,brown,almond,caramel syrup,2.4000000000000004
ellinikos,double,very sweet,brown,almond,hazelnut syrup,2.4000000000000004
ellinikos,double,very sweet,brown,almond,vanilla syrup,2.4000000000000004
ellinikos,double,very sweet,brown,almond,cinnamon powder,2.1
ellinikos,double,very sweet,brown,almond,chocolate powder,2.1
ellinikos,double,very sweet,brown,coconut,,2.1
ellinikos,double,very sweet,brown,coconut,chocolate syrup,2.4000000000000004
ellinikos,double,very sweet,brown,coconut,strawberry syrup,2.4000000000000004
ellinikos,double,very sweet,brown,coconut,caramel syrup,2.4000000000000004
ellinikos,double,very sweet,brown,coconut,hazelnut syrup,2.4000000000000004
ellinikos,double,very sweet,brown,coconut,vanilla syrup,2.4000000000000004
ellinikos,double,very sweet,brown,coconut,cinnamon powder,2.1
ellinikos,double,very sweet,brown,coconut,chocolate powder,2.1
ellinikos,double,very sweet,brown,oat,,2.1
ellinikos,double,very sweet,brown,oat,chocolate syrup,2.4000000000000004
ellinikos,double,very sweet,brown,oat,strawberry syrup,2.4000000000000004
ellinikos,double,very sweet,brown,oat,caramel syrup,2.4000000000000004
ellinikos,double,very sweet,brown,oat,hazelnut syrup,2.4000000000000004
ellinikos,double,very sweet,brown,oat,vanilla syrup,2.4000000000000004
ellinikos,double,very sweet,brown,oat,cinnamon powder,2.1
ellinikos,double,very sweet,brown,oat,chocolate powder,2.1
ellinikos,double,very sweet,saccharin,,,1.7000000000000002
ellinikos,double,very sweet,saccharin,,chocolate syrup,2.0
ellinikos,double,very sweet,saccharin,,strawberry syrup,2.0
ellinikos,double,very sweet,saccharin,,caramel syrup,2.0
ellinikos,double,very sweet,saccharin,,hazelnut syrup,2.0
ellinikos,double,very sweet,saccharin,,vanilla syrup,2.0
ellinikos,double,very sweet,saccharin,,cinnamon powder,1.7000000000000002
